,city,category,amount
14731,Concord,Chinese,7
14732,Monroeville, Hair Removal,7
14733,Mesa, Septic Services,7
14734,Phoenix, Siding,7
14735,Toronto,Eyebrow Services,7
14736,Toronto, Gold Buyers,7
14737,Gastonia, Sports Bars,7
14738,Brampton, Donuts,7
14739,Kent, Oil Change Stations,7
14740,El Mirage, Mexican,7
14741,Montréal, Soul Food,7
14742,Stow, Mexican,7
14743,Beachwood, Optometrists,7
14744,Glendale,Building Supplies,7
14745,Brampton, Thai,7
14746,Waunakee, Pets,7
14747,Cleveland, Motorcycle Dealers,7
14748,Tempe,Drugstores,7
14749,Glenshaw, Home Services,7
14750,Champaign, Oral Surgeons,7
14751,Avondale, Women's Clothing,7
14752,Phoenix, Private Investigation,7
14753,Streetsboro,Automotive,7
14754,Oakmont, Bars,7
14755,Macedonia,Shopping,7
14756,Cleveland,Pet Services,7
14757,Westlake, Real Estate,7
14758,Montréal,Parks,7
14759,North York, Self Storage,7
14760,Medina, Seafood,7
14761,North Las Vegas, Steakhouses,7
14762,Saint-Laurent, Breakfast & Brunch,7
14763,Las Vegas, Machine Shops,7
14764,Wexford,Car Dealers,7
14765,Madison,Day Spas,7
14766,Matthews, Sporting Goods,7
14767,Scottsdale, Coffee Roasteries,7
14768,Pittsburgh, Life Insurance,7
14769,Las Vegas,Escape Games,7
14770,Avon, Nail Salons,7
14771,Cleveland, Beer Gardens,7
14772,Cave Creek, Italian,7
14773,Medina,Nightlife,7
14774,Goodyear, Auto Parts & Supplies,7
14775,Ajax, Halal,7
14776,Avondale,Barbers,7
14777,Henderson,Shipping Centers,7
14778,Concord, Mattresses,7
14779,Brampton, Hotels,7
14780,Akron, Venues & Event Spaces,7
14781,Markham,Financial Services,7
14782,Montréal, Playgrounds,7
14783,Peoria,Family Practice,7
14784,Hudson, Automotive,7
14785,Las Vegas, Osteopathic Physicians,7
14786,Phoenix, Furniture Assembly,7
14787,Brampton,Auto Repair,7
14788,Canonsburg,Sandwiches,7
14789,Tempe, Bankruptcy Law,7
14790,Chandler,Carpet Cleaning,7
14791,Surprise, Hotels,7
14792,Champaign, Oil Change Stations,7
14793,Toronto,Costumes,7
14794,Scottsdale, Gymnastics,7
14795,Charlotte, Door Sales/Installation,7
14796,Las Vegas, Memory Care,7
14797,Brunswick,Home Services,7
14798,Savoy, Health & Medical,7
14799,Madison, Notaries,7
14800,Henderson, Cupcakes,7
14801,Henderson,Pediatricians,7
14802,Verdun, Fashion,7
14803,Gilbert, Shaved Ice,7
14804,Cornelius, Caterers,7
14805,Westlake,Bars,7
14806,Peoria, Greek,7
14807,Madison,Thrift Stores,7
14808,Tega Cay, Shopping,7
14809,North Las Vegas, Martial Arts,7
14810,Stow, Nail Salons,7
14811,Etobicoke, Movers,7
14812,Coraopolis,American (Traditional),7
14813,Scottsdale,Pilates,7
14814,Madison, Head Shops,7
14815,Pittsburgh, Baby Gear & Furniture,7
14816,Denver, Burgers,7
14817,Urbana,Active Life,7
14818,North Las Vegas, Local Flavor,7
14819,Montreal, Fitness & Instruction,7
14820,Fairview Park, Home Services,7
14821,Pleasant Hills, Shopping,7
14822,Mentor, Home Decor,7
14823,Gilbert,Weight Loss Centers,7
14824,Fairlawn, Nightlife,7
14825,Gilbert, Nail Technicians,7
14826,Charlotte, Siding,7
14827,North Olmsted, Caterers,7
14828,Las Vegas,Hardware Stores,7
14829,Phoenix, Mobile Dent Repair,7
14830,Champaign,Hotels,7
14831,Champaign, Dive Bars,7
14832,Sun City, Financial Services,7
14833,Hudson, Women's Clothing,7
14834,Cleveland, Physical Therapy,7
14835,Westlake, Tires,7
14836,Glendale, Jewelry Repair,7
14837,Markham, Pubs,7
14838,Mesa,Preschools,7
14839,Gibsonia, Burgers,7
14840,Dorval, Event Planning & Services,7
14841,Phoenix,Cinema,7
14842,Belmont, Local Services,7
14843,Goodyear, Vape Shops,7
14844,Bridgeville,Automotive,7
14845,Richmond Hill,Mediterranean,7
14846,Toronto,Candy Stores,7
14847,Wickliffe, Nightlife,7
14848,Mesa, Print Media,7
14849,Charlotte, Bespoke Clothing,7
14850,Scottsdale,Vitamins & Supplements,7
14851,Cleveland Heights, Active Life,7
14852,Charlotte, Allergists,7
14853,Cleveland Heights, Home & Garden,7
14854,Rock Hill,Shopping,7
14855,Madison, Bubble Tea,7
14856,Medina, Pet Sitting,7
14857,Mississauga,Accessories,7
14858,Glendale, Retirement Homes,7
14859,Chandler, Motorcycle Dealers,7
14860,Phoenix, Escape Games,7
14861,Bellevue, Food,7
14862,Brunswick, Car Dealers,7
14863,Champaign, Tex-Mex,7
14864,Bedford, Active Life,7
14865,Las Vegas, Courthouses,7
14866,Oakville, Bakeries,7
14867,Concord, Heating & Air Conditioning/HVAC,7
14868,Surprise, Eyelash Service,7
14869,Penn Hills,Restaurants,7
14870,Avon,Active Life,7
14871,Amherst, American (Traditional),7
14872,Las Vegas, Aerial Fitness,7
14873,Las Vegas, Gemstones & Minerals,7
14874,Scottsdale,Watches,7
14875,Glendale, Pubs,7
14876,Tempe,Indian,7
14877,Henderson, Refinishing Services,7
14878,Scarborough, Pet Stores,7
14879,Chandler,Hot Tub & Pool,7
14880,Bethel Park,Sandwiches,7
14881,Richmond Hill, Shoe Stores,7
14882,Scottsdale, Comedy Clubs,7
14883,Henderson,Men's Clothing,7
14884,Fort Mill, Chinese,7
14885,Mississauga,Delis,7
14886,Gilbert,Eyewear & Opticians,7
14887,Toronto,Shipping Centers,7
14888,Tolleson, Fashion,7
14889,Cornelius, Beer,7
14890,Scarborough, Medical Centers,7
14891,Medina, Drugstores,7
14892,Scottsdale,Movers,7
14893,Pittsburgh, Public Transportation,7
14894,Cleveland, Electronics Repair,7
14895,North Olmsted, Hotels,7
14896,Mississauga, Gastropubs,7
14897,Scottsdale,Shipping Centers,7
14898,Chandler, Endocrinologists,7
14899,Gilbert,Windshield Installation & Repair,7
14900,Richmond Hill, Optometrists,7
14901,Fort Mill, IT Services & Computer Repair,7
14902,Pickering, Pets,7
14903,Pittsburgh, Walk-in Clinics,7
14904,Scottsdale, Vacation Rental Agents,7
14905,Fort Mill, Delis,7
14906,Toronto, Photo Booth Rentals,7
14907,Woodbridge, Auto Parts & Supplies,7
14908,Montreal, Canadian (New),7
14909,Ajax, Arts & Entertainment,7
14910,Denver, Home Services,7
14911,Wexford, Pizza,7
14912,Mentor, Women's Clothing,7
14913,Fort Mill,Dentists,7
14914,Akron, Education,7
14915,Pineville, Sandwiches,7
14916,Concord, Appliances,7
14917,Cleveland,Mass Media,7
14918,Gilbert, Swimming Lessons/Schools,7
14919,Willoughby, Coffee & Tea,7
14920,Kent,Local Services,7
14921,Elyria, Oil Change Stations,7
14922,North Olmsted, Arts & Entertainment,7
14923,Las Vegas, Restaurant Supplies,7
14924,Akron, Auto Parts & Supplies,7
14925,Pittsburgh, Snow Removal,7
14926,Chandler, Investing,7
14927,North Las Vegas, Massage,7
14928,Champaign,Ice Cream & Frozen Yogurt,7
14929,Charlotte, Smog Check Stations,7
14930,Las Vegas, Local Fish Stores,7
14931,Toronto, Sunglasses,7
14932,Markham,Arts & Entertainment,7
14933,Sun City West, Automotive,7
14934,Phoenix, Holiday Decorations,7
14935,Toronto, Paint Stores,7
14936,Caledon, Food,7
14937,Medina, General Dentistry,7
14938,Madison,Printing Services,7
14939,Berea, Health & Medical,7
14940,Scottsdale, Furniture Assembly,7
14941,Surprise, Car Wash,7
14942,Charlotte, Laboratory Testing,7
14943,Savoy, Automotive,7
14944,Charlotte, Divorce & Family Law,7
14945,Huntersville,Pets,7
14946,Rock Hill, Caterers,7
14947,Montréal, Coffee Roasteries,7
14948,Tempe,Middle Eastern,7
14949,Parma, Contractors,7
14950,Tempe,Photographers,7
14951,Mesa, Dim Sum,7
14952,North Ridgeville,Shopping,7
14953,Glendale,Department Stores,7
14954,Waxhaw, Bars,7
14955,Paradise Valley, Education,7
14956,Henderson, Party Supplies,7
14957,Charlotte, Vehicle Wraps,7
14958,Ajax, Indian,7
14959,Vaughan, Laser Hair Removal,7
14960,Painesville, Chicken Wings,7
14961,Monroeville, Caterers,7
14962,Glendale,Discount Store,7
14963,Fitchburg, Pet Services,7
14964,Huntersville, Mobile Phones,7
14965,Middleton, Pizza,7
14966,Beachwood, Seafood,7
14967,Concord, Mobile Phone Repair,7
14968,Phoenix, Private Tutors,7
14969,Middleton, Skin Care,7
14970,Lorain,Pizza,7
14971,Urbana, Desserts,7
14972,Vaughan, Trainers,7
14973,Indian Trail, Ice Cream & Frozen Yogurt,7
14974,Las Vegas, Homeowner Association,7
14975,Gilbert,Periodontists,7
14976,Gibsonia, Beauty & Spas,7
14977,Carnegie, Automotive,7
14978,Peoria, Laser Hair Removal,7
14979,Scottsdale,Home Inspectors,7
14980,Glendale, Roadside Assistance,7
14981,Huntersville,Chinese,7
14982,Peoria,Donuts,7
14983,Las Vegas,Personal Shopping,7
14984,Mount Lebanon, Restaurants,7
14985,Lachine, Food,7
14986,Scottsdale, Golf Lessons,7
14987,Las Vegas, Massage Schools,7
14988,Scottsdale,Laundry Services,7
14989,Cleveland Heights,Bars,7
14990,North Royalton,Bars,7
14991,Markham, Men's Clothing,7
14992,Las Vegas, Striptease Dancers,7
14993,Madison, Truck Rental,7
14994,Harrisburg, Home Services,7
14995,Wexford, Pet Sitting,7
14996,Toronto, Gardeners,7
14997,Phoenix,Recreation Centers,7
14998,Mesa,Pharmacy,7
14999,Vaughan, Shoe Stores,7
15000,Glendale, Hot Dogs,7
15001,Verdun, Breakfast & Brunch,7
15002,Lyndhurst,Restaurants,7
15003,Cleveland Heights,Automotive,7
15004,Glendale,IT Services & Computer Repair,7
15005,Matthews, Men's Clothing,7
15006,Kent, Chicken Wings,7
15007,Laveen, Burgers,7
15008,Lake Wylie, Home Services,7
15009,Richmond Hill,Hot Pot,7
15010,Scarborough, Appliances,7
15011,Cleveland, Acupuncture,7
15012,Gilbert, Appliances,7
15013,Montréal,Fruits & Veggies,7
15014,Akron, Tires,7
15015,Toronto,Weight Loss Centers,7
15016,Surprise, Veterinarians,7
15017,North York, Contractors,7
15018,Mentor, Sporting Goods,7
15019,Matthews, Auto Glass Services,7
15020,Cave Creek, Pool Cleaners,7
15021,Carnegie, Italian,7
15022,Murrysville, Nail Salons,7
15023,Sun Prairie, Italian,7
15024,Huntersville, Child Care & Day Care,7
15025,Phoenix,Hawaiian,7
15026,Gilbert, Acai Bowls,7
15027,Scarborough,Cafes,7
15028,Cornelius, Furniture Stores,7
15029,Concord,Real Estate,7
15030,Oakville,Mediterranean,7
15031,Westlake,Hair Salons,7
15032,Brossard, Desserts,7
15033,Vaughan, Lounges,7
15034,Goodyear, Specialty Schools,7
15035,Richmond Hill, Cosmetics & Beauty Supply,7
15036,Henderson, Plus Size Fashion,7
15037,Surprise, Wine & Spirits,7
15038,Phoenix,Shaved Ice,7
15039,Pittsburgh,Building Supplies,7
15040,Brecksville, Beauty & Spas,7
15041,Phoenix,Videos & Video Game Rental,7
15042,Twinsburg, Sandwiches,7
15043,Avondale, Sports Bars,7
15044,Rock Hill, Nail Salons,7
15045,Laval, Asian Fusion,7
15046,Paradise Valley, Nightlife,7
15047,Indian Trail,Tires,7
15048,Goodyear,Barbers,7
15049,York, Pizza,7
15050,Sun Lakes, Shopping,7
15051,Mississauga,Sports Bars,7
15052,Scottsdale, Floral Designers,7
15053,Boulder City,Home Services,7
15054,Urbana, Education,7
15055,Moon Township, Food,7
15056,Rocky River, Day Spas,7
15057,Euclid, Fast Food,7
15058,Montréal, Belgian,7
15059,Gastonia, Mattresses,7
15060,Chandler,Notaries,7
15061,Lakewood, Cosmetics & Beauty Supply,7
15062,Parma, Mexican,7
15063,Middleton, General Dentistry,7
15064,Madison, Painters,7
15065,Chandler,Tattoo,7
15066,Henderson, Commercial Truck Repair,7
15067,Chandler, Television Service Providers,7
15068,Fairview Park, Bars,7
15069,Mesa, Neurologist,7
15070,Tempe,Arts & Crafts,7
15071,Unionville, Canadian (New),7
15072,Lakewood, Cocktail Bars,7
15073,Bridgeville, Local Services,7
15074,Scarborough,Barbeque,7
15075,Avondale, Flowers & Gifts,7
15076,Phoenix, Anesthesiologists,7
15077,Gilbert,Tires,7
15078,Scottsdale, Customized Merchandise,7
15079,North York, Specialty Schools,7
15080,North Las Vegas, Recreation Centers,7
15081,Litchfield Park,Shopping,7
15082,Henderson, Computers,7
15083,Henderson, Screen Printing,7
15084,Las Vegas,Acai Bowls,7
15085,Indian Trail, Nail Salons,7
15086,Brampton,Pet Services,7
15087,Concord, Shoe Stores,7
15088,Henderson, Custom Cakes,7
15089,Las Vegas, Hostels,7
15090,Henderson,Orthopedists,7
15091,Gilbert,Window Washing,7
15092,Strongsville, Gyms,7
15093,Glendale, Laboratory Testing,7
15094,Sewickley, American (New),7
15095,Mississauga, Real Estate Agents,7
15096,Tallmadge, Beauty & Spas,7
15097,Canonsburg,Health & Medical,7
15098,Bethel Park, Active Life,7
15099,Rock Hill,American (Traditional),7
15100,Aurora, Diners,7
15101,Peoria, Swimming Pools,7
15102,Gilbert, Psychiatrists,7
15103,East York, Event Planning & Services,7
15104,Glenshaw, Shopping,7
15105,Peoria, Used Car Dealers,7
15106,Berea, American (New),7
15107,Toronto,Financial Advising,7
15108,Huntersville, Chicken Wings,7
15109,Phoenix, Campgrounds,7
15110,Tempe,Religious Organizations,7
15111,Hudson, American (Traditional),7
15112,Chandler, Advertising,7
15113,North Olmsted,Fashion,7
15114,Toronto,Hostels,7
15115,Fountain Hills, Fast Food,7
15116,Cleveland,Buffets,7
15117,Chardon, Local Services,7
15118,Chandler, Auto Loan Providers,7
15119,Cleveland, Pediatric Dentists,7
15120,Mesa, Mass Media,7
15121,Madison,Bagels,7
15122,Avon, Day Spas,7
15123,Mentor,Coffee & Tea,7
15124,Phoenix,Payroll Services,7
15125,Fairlawn,Hair Salons,7
15126,Bridgeville, Grocery,7
15127,Madison,Bikes,7
15128,Phoenix, Walk-in Clinics,7
15129,Etobicoke, Car Wash,7
15130,Fort Mill, Day Spas,7
15131,Fairlawn, Sandwiches,7
15132,Pittsburgh, Tanning Beds,7
15133,North York,Chicken Wings,7
15134,Cleveland, Chiropractors,7
15135,Whitby, Hotels & Travel,7
15136,Goodyear, Mattresses,7
15137,Henderson,Tours,7
15138,Matthews, Cosmetics & Beauty Supply,7
15139,Chandler, Mortgage Lenders,7
15140,Huntersville,Coffee & Tea,7
15141,Boulder City, Fast Food,7
15142,Charlotte, Car Stereo Installation,7
15143,De Forest, Restaurants,7
15144,North York,Vietnamese,7
15145,Carnegie,Food,7
15146,Bridgeville, Italian,7
15147,Chandler,Oral Surgeons,7
15148,Phoenix,Fish & Chips,7
15149,Peoria, Delis,7
15150,Brampton, Wine Bars,7
15151,Henderson, Comfort Food,7
15152,Etobicoke, Pet Stores,7
15153,Monroe, Bars,7
15154,Las Vegas, Themed Cafes,7
15155,Charlotte, Photo Booth Rentals,7
15156,Streetsboro, Sandwiches,7
15157,Middleburg Heights,Health & Medical,7
15158,Mesa,Painters,7
15159,Avondale, Oil Change Stations,7
15160,Ajax, Local Services,7
15161,Elyria,Home Services,7
15162,Scottsdale, Architects,7
15163,North Olmsted, Oil Change Stations,7
15164,Montréal, Travel Services,7
15165,Chandler, Do-It-Yourself Food,7
15166,Pineville, Auto Parts & Supplies,7
15167,Monroeville, Body Shops,7
15168,Chandler, Pawn Shops,7
15169,Mississauga,Skin Care,7
15170,Pickering,Grocery,7
15171,Champaign, Dry Cleaning & Laundry,7
15172,Henderson, Bike Rentals,7
15173,Bethel Park,Health & Medical,7
15174,Mont-Royal, Restaurants,7
15175,Gastonia,Pets,7
15176,Mayfield Heights, Furniture Stores,7
15177,Surprise, Sporting Goods,7
15178,Henderson, Food Stands,7
15179,Litchfield Park, Doctors,7
15180,Broadview Heights,Food,7
15181,Cleveland,Museums,7
15182,Henderson, Bookstores,7
15183,Peoria, Party Equipment Rentals,7
15184,Cleveland,Indian,7
15185,Glendale,Sporting Goods,7
15186,Charlotte, Fireplace Services,7
15187,Rocky River,American (Traditional),7
15188,Parma, Gyms,7
15189,Henderson, Dog Parks,7
15190,Whitby,Automotive,7
15191,Scottsdale, Sunglasses,7
15192,Toronto, Cantonese,7
15193,Homestead, Shoe Stores,7
15194,Henderson, Allergists,7
15195,Peoria, Dry Cleaning & Laundry,7
15196,Glendale, Art Supplies,7
15197,Beachwood,Fashion,7
15198,Lorain, Burgers,7
15199,Oakville, Seafood,7
15200,Toronto,Patisserie/Cake Shop,7
15201,North Las Vegas, Accessories,7
15202,Gilbert, Video/Film Production,7
15203,Belmont, Grocery,7
15204,Avon,Automotive,7
15205,Montréal,Donuts,7
15206,Scottsdale,DJs,7
15207,Las Vegas,Shared Office Spaces,7
15208,Madison, Lingerie,7
15209,Mississauga,Pet Services,7
15210,Scottsdale, Bespoke Clothing,7
15211,Concord, Asian Fusion,7
15212,North Las Vegas, Internet Service Providers,7
15213,Montreal, Burgers,7
15214,Las Vegas,Motorcycle Gear,7
15215,Cuyahoga Falls, Arts & Entertainment,7
15216,Scottsdale, Health Coach,7
15217,Mesa,Gymnastics,7
15218,Gilbert, Wills,7
15219,Akron, Florists,7
15220,Wexford, Sandwiches,7
15221,Glendale, RV Repair,7
15222,Cleveland,Dry Cleaning & Laundry,7
15223,Goodyear, Diners,7
15224,Phoenix,French,7
15225,Pittsburgh,Physical Therapy,7
15226,Mentor, Cosmetic Dentists,7
15227,Avon, Fitness & Instruction,7
15228,Westlake,Fitness & Instruction,7
15229,Beachwood, Specialty Food,7
15230,Las Vegas, Cannabis Collective,7
15231,Scottsdale, Tanning Beds,7
15232,Richmond Hill, IT Services & Computer Repair,7
15233,Las Vegas, Horseback Riding,7
15234,Pittsburgh,Hair Extensions,7
15235,Madison, Telecommunications,7
15236,Whitby, Bakeries,7
15237,Pittsburgh,Eyelash Service,7
15238,Toronto, Windshield Installation & Repair,7
15239,Chardon, Bars,7
15240,Cleveland, Packing Services,7
15241,Mentor, Mobile Phones,7
15242,Ajax, Nail Salons,7
15243,Peoria,Hair Stylists,7
15244,Parma, Department Stores,7
15245,Fort Mill, Car Dealers,7
15246,North York, Banks & Credit Unions,7
15247,Madison, Pest Control,7
15248,Toronto,Custom Cakes,7
15249,Gilbert,Oral Surgeons,7
15250,Pickering, Halal,7
15251,Las Vegas,Utilities,7
15252,Mentor,Auto Repair,7
15253,Stoughton, Beauty & Spas,7
15254,Charlotte,Pharmacy,7
15255,Akron, Sports Wear,7
15256,Concord, Juice Bars & Smoothies,7
15257,Phoenix, Health Coach,7
15258,Chardon, Nightlife,7
15259,Parma,Sandwiches,7
15260,Champaign, Nurseries & Gardening,7
15261,Madison, Tapas Bars,7
15262,Pittsburgh, Boxing,7
15263,South Euclid, Beauty & Spas,7
15264,Sun Prairie, Hair Removal,7
15265,Mississauga, Community Service/Non-Profit,7
15266,Henderson,Flooring,7
15267,Clover, Automotive,7
15268,Henderson,Food Delivery Services,7
15269,Beachwood,Active Life,7
15270,Mesa,Child Care & Day Care,7
15271,Phoenix,Southern,7
15272,Surprise,Auto Parts & Supplies,7
15273,Pittsburgh, Couriers & Delivery Services,7
15274,Toronto, Personal Chefs,7
15275,Westmount,Beauty & Spas,7
15276,Concord,Car Dealers,7
15277,Henderson,Lighting Fixtures & Equipment,7
15278,Phoenix, Libraries,7
15279,Peoria, Mobile Phone Accessories,7
15280,McMurray, Sandwiches,7
15281,Las Vegas, Ultrasound Imaging Centers,7
15282,Glendale, Plus Size Fashion,7
15283,Mesa, Cardio Classes,7
15284,Henderson, Title Loans,7
15285,Tempe,Greek,7
15286,Laval, Cocktail Bars,7
15287,Pickering,Canadian (New),7
15288,Las Vegas, Skate Shops,7
15289,Ajax,Shopping,7
15290,Woodmere,Beauty & Spas,7
15291,Tempe, Comic Books,7
15292,Mesa, Campgrounds,7
15293,North York, Wine & Spirits,7
15294,Glendale, Wholesale Stores,7
15295,Chandler, Spray Tanning,7
15296,Westlake, Specialty Food,7
15297,Las Vegas, Day Camps,7
15298,Glendale, Financial Advising,7
15299,Westlake, Trainers,7
15300,Vaudreuil-Dorion, Shopping,7
15301,Las Vegas, Cannabis Tours,7
15302,Scottsdale,Lighting Fixtures & Equipment,7
15303,Las Vegas,Real Estate Law,7
15304,Newmarket,Pizza,7
15305,Brampton, Portuguese,7
15306,Saint-Eustache, Restaurants,7
15307,North Olmsted, Men's Clothing,7
15308,Montréal, Pool Halls,7
15309,Glendale,Hotels,7
15310,Brampton, Mattresses,7
15311,Scottsdale, Matchmakers,7
15312,Indian Trail,Active Life,7
15313,Charlotte, Grout Services,7
15314,Huntersville, Auto Parts & Supplies,7
15315,Fort Mill,Auto Repair,7
